DATE,CAD1MTD156N,CAD2MTD156N,CAD3MTD156N,CAD4MTD156N,CAD5MTD156N,CAD6MTD156N,CAD7MTD156N,CAD8MTD156N,CAD9MTD156N,CAD10MD156N,CAD11MD156N,CAD12MD156N
2007-02-14,4.26417,4.27083,4.27833,4.28583,4.29667,4.3075,4.31167,4.31833,4.32667,4.33417,4.335,4.3425
2007-02-15,4.2675,4.27083,4.275,4.28333,4.29167,4.30167,4.30917,4.31167,4.31917,4.32167,4.32333,4.33333
2007-02-16,4.26417,4.27167,4.27583,4.28333,4.2925,4.29833,4.30333,4.30833,4.31167,4.31467,4.31833,4.32083
2007-02-19,4.26583,4.27167,4.27583,4.285,4.28917,4.2975,4.3025,4.31,4.3125,4.31583,4.31883,4.32333
2007-02-20,4.26417,4.27167,4.2775,4.28417,4.28917,4.2975,4.30417,4.30833,4.31,4.31917,4.32,4.32167
2007-02-21,4.27,4.27333,4.278,4.28417,4.29083,4.3,4.31,4.31,4.31833,4.32,4.32167,4.32917
2007-02-22,4.27,4.2725,4.27833,4.28583,4.29417,4.30167,4.31167,4.31583,4.325,4.32583,4.33083,4.33583
2007-02-23,4.27,4.27417,4.278,4.28583,4.295,4.30333,4.31333,4.31917,4.32917,4.335,4.3375,4.34667
2007-02-26,4.27,4.27417,4.2775,4.28667,4.2925,4.30167,4.31,4.31083,4.32,4.3275,4.33,4.33833
2007-02-27,4.27,4.27083,4.27667,4.28083,4.28833,4.29833,4.30083,4.30333,4.31083,4.32083,4.323,4.33
2007-02-28,4.26333,4.2675,4.26917,4.275,4.28,4.28333,4.28333,4.28833,4.28833,4.28833,4.28667,4.28667
2007-03-01,4.2625,4.265,4.26667,4.26917,4.27333,4.27667,4.27667,4.27333,4.275,4.275,4.275,4.275
2007-03-02,4.25833,4.26,4.26,4.26167,4.26417,4.2625,4.26167,4.26,4.25417,4.2525,4.24667,4.24667
2007-03-05,4.25417,4.2575,4.2575,4.25167,4.24417,4.23333,4.22333,4.215,4.20667,4.19667,4.18667,4.17833
2007-03-06,4.25417,4.26,4.26,4.25917,4.255,4.24833,4.23917,4.23,4.21667,4.205,4.19667,4.185
2007-03-07,4.25417,4.25833,4.26,4.26,4.26,4.24917,4.23833,4.23,4.22,4.21167,4.20167,4.19333
2007-03-08,4.26,4.26,4.26333,4.25833,4.24917,4.24333,4.23,4.22167,4.21167,4.20167,4.1925,4.1825
2007-03-09,4.26,4.26,4.26167,4.25833,4.2525,4.24667,4.235,4.225,4.21333,4.205,4.19667,4.18667
2007-03-12,4.25667,4.2625,4.27,4.26833,4.27333,4.27417,4.27167,4.26417,4.26333,4.255,4.24833,4.24333
2007-03-13,4.25583,4.26167,4.27,4.27,4.2705,4.27083,4.27,4.26583,4.26,4.25,4.24833,4.24
2007-03-14,4.26,4.26,4.26833,4.26333,4.26,4.25083,4.23917,4.22833,4.21833,4.20833,4.19833,4.18667
2007-03-15,4.265,4.26667,4.27,4.27,4.26833,4.25833,4.24833,4.24333,4.23333,4.22333,4.21333,4.20333
2007-03-16,4.25833,4.26083,4.265,4.26333,4.26333,4.26,4.25167,4.2425,4.2325,4.22417,4.21417,4.20417
2007-03-19,4.25583,4.26,4.2675,4.26583,4.26583,4.265,4.25583,4.25,4.24833,4.23667,4.23333,4.225
2007-03-20,4.2575,4.26333,4.2675,4.2675,4.26917,4.26917,4.26833,4.26167,4.26,4.25167,4.24167,4.23333
2007-03-21,4.26,4.26583,4.27,4.27,4.27417,4.2775,4.27583,4.27583,4.27583,4.275,4.27333,4.27167
2007-03-22,4.26,4.27,4.27,4.27,4.27167,4.27667,4.27667,4.275,4.27333,4.27167,4.27,4.26833
2007-03-23,4.26167,4.27,4.27,4.27,4.27417,4.28,4.28,4.28083,4.28083,4.28083,4.28,4.28
2007-03-26,4.25833,4.26833,4.27167,4.28333,4.28667,4.28833,4.28833,4.29,4.29083,4.29083,4.29,4.29167
2007-03-27,4.26,4.27,4.2725,4.27833,4.28,4.29,4.29667,4.30417,4.30833,4.31,4.31,4.31
2007-03-28,4.26,4.26667,4.27217,4.28,4.285,4.29,4.29,4.29,4.2975,4.29833,4.29833,4.29833
2007-03-29,4.26,4.27,4.2705,4.28,4.2875,4.28833,4.295,4.29667,4.29667,4.2975,4.2975,4.2975
2007-03-30,4.26,4.27,4.27083,4.28167,4.28667,4.29,4.29667,4.29917,4.3,4.3,4.3,4.3
2007-04-02,4.26,4.27,4.27417,4.28,4.28,4.28,4.29,4.29583,4.3,4.30333,4.305,4.305
2007-04-03,4.25833,4.26833,4.2725,4.28,4.28,4.2825,4.29,4.29833,4.30333,4.305,4.30583,4.3075
2007-04-04,4.26,4.27,4.27583,4.28,4.2825,4.29,4.29917,4.305,4.31417,4.3175,4.32,4.32
2007-04-05,4.25833,4.26833,4.27583,4.28,4.2825,4.29,4.29833,4.3,4.31,4.31083,4.31583,4.32
2007-04-10,4.26,4.26833,4.27833,4.29167,4.29833,4.31,4.31833,4.32833,4.33833,4.3425,4.345,4.35
2007-04-11,4.25667,4.265,4.27667,4.28833,4.29583,4.31,4.3175,4.32583,4.33583,4.34167,4.35,4.36
2007-04-12,4.25833,4.26833,4.27833,4.29333,4.30417,4.31667,4.32667,4.33833,4.35167,4.35667,4.36583,4.37167
2007-04-13,4.26,4.26667,4.27667,4.28583,4.29833,4.31333,4.325,4.3375,4.35,4.36,4.36833,4.375
2007-04-16,4.26,4.26833,4.27833,4.29333,4.31,4.325,4.34333,4.35333,4.365,4.37667,4.385,4.395
2007-04-17,4.25833,4.26833,4.28,4.295,4.31333,4.32833,4.345,4.36167,4.37833,4.38667,4.39667,4.405
2007-04-18,4.25667,4.26667,4.28,4.29333,4.31083,4.32333,4.34167,4.35833,4.37167,4.38,4.3875,4.39833
2007-04-19,4.255,4.26667,4.27833,4.29,4.30917,4.32,4.335,4.3475,4.365,4.37167,4.37833,4.38667
2007-04-20,4.2575,4.2675,4.27917,4.295,4.315,4.33333,4.35333,4.37333,4.38333,4.39167,4.4,4.40833
2007-04-23,4.26,4.27,4.28,4.30167,4.32667,4.34667,4.365,4.385,4.405,4.415,4.425,4.435
2007-04-24,4.26,4.27,4.28167,4.30333,4.32417,4.3425,4.36167,4.38167,4.40167,4.41167,4.42,4.43
2007-04-25,4.26,4.27,4.28,4.295,4.31167,4.33,4.35,4.36833,4.38667,4.39667,4.40167,4.41167
2007-04-26,4.25833,4.27,4.28167,4.29333,4.30833,4.33333,4.35333,4.37167,4.39833,4.41,4.42,4.42833
2007-04-27,4.25833,4.26833,4.28167,4.29333,4.31333,4.33,4.35,4.37,4.38833,4.4,4.41,4.42
2007-04-30,4.25833,4.27,4.28,4.29833,4.31833,4.335,4.36,4.38,4.395,4.40833,4.42,4.42833
2007-05-01,4.26,4.27,4.28,4.295,4.31583,4.33417,4.35667,4.375,4.385,4.4,4.41167,4.42167
2007-05-02,4.26,4.27,4.28,4.29917,4.3175,4.3375,4.36,4.37833,4.395,4.40833,4.42,4.43
2007-05-03,4.26,4.27,4.28,4.3,4.32,4.34333,4.365,4.38167,4.4,4.415,4.43,4.44
2007-05-04,4.26,4.27167,4.28167,4.30333,4.325,4.355,4.38,4.40333,4.42667,4.444,4.45333,4.47333
2007-05-08,4.26,4.27,4.28,4.3,4.32417,4.35083,4.37417,4.395,4.4175,4.43833,4.45417,4.46833
2007-05-09,4.26,4.27,4.28,4.3,4.32417,4.35,4.37167,4.39417,4.41917,4.44,4.45333,4.465
2007-05-10,4.26,4.27,4.28,4.30333,4.3275,4.35333,4.375,4.3975,4.425,4.44667,4.46,4.47833
2007-05-11,4.25833,4.27,4.28,4.3,4.3225,4.345,4.37,4.3925,4.41667,4.43667,4.45333,4.46833
2007-05-14,4.25667,4.26833,4.27833,4.3,4.32,4.34,4.36,4.38,4.4,4.41667,4.43167,4.445
2007-05-15,4.26,4.26833,4.28,4.29833,4.3175,4.33583,4.35667,4.37667,4.39667,4.41333,4.42917,4.44417
2007-05-16,4.26,4.26833,4.27667,4.295,4.31417,4.33333,4.35333,4.37417,4.39333,4.41417,4.43,4.44917
2007-05-17,4.26,4.26833,4.27833,4.3,4.32,4.34,4.36,4.37833,4.39667,4.41667,4.435,4.45333
2007-05-18,4.26333,4.275,4.29083,4.3225,4.35,4.38,4.41,4.44167,4.47,4.49,4.51,4.53
2007-05-21,4.26417,4.28,4.30167,4.35,4.38833,4.42667,4.46,4.49,4.52,4.54167,4.56167,4.58
2007-05-22,4.26417,4.28167,4.305,4.35167,4.39083,4.4275,4.46,4.48833,4.52,4.54,4.56,4.58167
2007-05-23,4.26583,4.285,4.315,4.35667,4.39667,4.44,4.47167,4.50167,4.53167,4.555,4.57667,4.6
2007-05-24,4.26583,4.28583,4.31833,4.35833,4.39833,4.44167,4.48167,4.51333,4.54333,4.57,4.59,4.61167
2007-05-25,4.275,4.29,4.31667,4.35917,4.3975,4.44,4.48,4.51,4.54,4.57,4.59,4.61
2007-05-29,4.27,4.29,4.31917,4.36417,4.40167,4.45,4.48167,4.51167,4.54833,4.57333,4.59833,4.62833
2007-05-30,4.275,4.32,4.38333,4.42833,4.48167,4.53167,4.57333,4.61333,4.64833,4.68,4.71,4.74
2007-05-31,4.2725,4.32167,4.38,4.43833,4.48833,4.52833,4.56833,4.60917,4.64667,4.68167,4.71167,4.74
2007-06-01,4.26833,4.32,4.38,4.435,4.485,4.52667,4.575,4.61583,4.655,4.68833,4.715,4.74167
2007-06-04,4.265,4.31583,4.3825,4.44333,4.5,4.54333,4.59,4.63417,4.67333,4.70417,4.73667,4.76667
2007-06-05,4.28833,4.33833,4.39167,4.455,4.50667,4.55917,4.59833,4.64167,4.68167,4.71083,4.7425,4.78
2007-06-06,4.28167,4.34167,4.4,4.465,4.51833,4.565,4.605,4.645,4.68333,4.71833,4.755,4.79
2007-06-07,4.26833,4.34167,4.40333,4.46917,4.52,4.56833,4.60833,4.64667,4.685,4.72167,4.75833,4.79167
2007-06-08,4.27,4.35833,4.41333,4.47167,4.52833,4.58833,4.62667,4.665,4.705,4.74667,4.77833,4.81
2007-06-11,4.27,4.365,4.425,4.48167,4.5375,4.595,4.64,4.68,4.72,4.75833,4.79,4.82833
2007-06-12,4.27833,4.38417,4.44667,4.49667,4.55167,4.6,4.65,4.69833,4.74,4.78,4.81833,4.855
2007-06-13,4.32167,4.39333,4.46,4.52,4.58,4.64,4.68083,4.72333,4.78,4.82,4.86,4.89833
2007-06-14,4.32833,4.4,4.46833,4.53333,4.58333,4.64,4.68667,4.73333,4.78167,4.82,4.85833,4.895
2007-06-15,4.33,4.40167,4.47,4.53,4.585,4.64,4.68833,4.735,4.785,4.825,4.86333,4.89833
2007-06-18,4.34833,4.41833,4.48,4.53,4.57833,4.62167,4.66167,4.705,4.75,4.78333,4.815,4.84333
2007-06-19,4.35667,4.42,4.48167,4.53583,4.585,4.62,4.66167,4.70667,4.74833,4.78,4.81167,4.845
2007-06-20,4.37333,4.44167,4.5,4.54333,4.59083,4.64,4.67667,4.72,4.75833,4.78833,4.81833,4.85
2007-06-21,4.395,4.455,4.52,4.55833,4.59833,4.64,4.68,4.72333,4.76167,4.79,4.82,4.86
2007-06-22,4.405,4.46,4.53,4.56333,4.595,4.63167,4.67,4.71167,4.74667,4.77833,4.81,4.84333
2007-06-25,4.41667,4.46333,4.52333,4.55833,4.595,4.635,4.675,4.71333,4.745,4.775,4.80333,4.83167
2007-06-26,4.43,4.46667,4.53,4.565,4.60167,4.63667,4.675,4.71333,4.74333,4.77333,4.80167,4.83167
2007-06-27,4.455,4.50167,4.55333,4.585,4.61833,4.65167,4.68167,4.72,4.75333,4.785,4.81,4.83833
2007-06-28,4.46167,4.52,4.57167,4.59833,4.63083,4.66,4.69167,4.72583,4.76,4.79,4.815,4.84333
2007-06-29,4.47667,4.52667,4.57,4.60167,4.63667,4.66667,4.69667,4.73167,4.77,4.79833,4.825,4.85167
2007-07-02,4.485,4.52,4.56833,4.595,4.63333,4.66833,4.7,4.73,4.76,4.79,4.81167,4.83667
2007-07-03,4.48667,4.52,4.56333,4.59,4.63083,4.66333,4.69333,4.72333,4.75583,4.785,4.80667,4.82833
2007-07-04,4.49667,4.525,4.56333,4.595,4.62917,4.66167,4.69833,4.73,4.76083,4.78667,4.81167,4.835
2007-07-05,4.5,4.52167,4.575,4.605,4.64,4.67333,4.71083,4.745,4.77667,4.805,4.83,4.855
2007-07-06,4.51667,4.53667,4.58167,4.62333,4.66167,4.70167,4.74833,4.785,4.82167,4.84333,4.865,4.88833
2007-07-09,4.53,4.56,4.60333,4.64667,4.69167,4.73833,4.78,4.82667,4.87167,4.90167,4.92667,4.955
2007-07-10,4.53667,4.56333,4.61167,4.65167,4.69333,4.73667,4.76833,4.80833,4.84667,4.87667,4.905,4.935
2007-07-11,4.54,4.56167,4.6,4.635,4.67167,4.705,4.735,4.765,4.795,4.81833,4.83667,4.85833
2007-07-12,4.535,4.55333,4.60333,4.64833,4.68167,4.70833,4.74333,4.78,4.81,4.83,4.85,4.875
2007-07-13,4.54,4.56167,4.62,4.66667,4.7,4.73167,4.76333,4.795,4.82833,4.85333,4.88167,4.90667
2007-07-16,4.54,4.56667,4.625,4.66667,4.705,4.73667,4.77,4.805,4.835,4.86167,4.89,4.91667
2007-07-17,4.54,4.57333,4.63,4.66667,4.70333,4.73667,4.77,4.80333,4.8375,4.86417,4.885,4.9075
2007-07-18,4.54,4.57333,4.64,4.67833,4.71167,4.74167,4.77833,4.81,4.84,4.86667,4.89333,4.91333
2007-07-19,4.53667,4.57,4.635,4.67667,4.71,4.73917,4.77,4.8,4.83,4.85333,4.88083,4.9
2007-07-20,4.5325,4.56833,4.635,4.68,4.71333,4.745,4.775,4.805,4.84333,4.86667,4.89333,4.91
2007-07-23,4.53333,4.57833,4.64167,4.68,4.71167,4.74,4.77,4.8,4.82917,4.85,4.87,4.89
2007-07-24,4.54,4.585,4.64833,4.685,4.7175,4.74667,4.775,4.805,4.83,4.85417,4.87167,4.89
2007-07-25,4.53333,4.5875,4.65833,4.72,4.745,4.775,4.805,4.835,4.86333,4.895,4.92,4.94833
2007-07-26,4.53333,4.59333,4.67,4.72667,4.755,4.79333,4.82,4.85,4.875,4.90333,4.92667,4.94833
2007-07-27,4.5275,4.5875,4.66833,4.70167,4.72167,4.75167,4.775,4.79583,4.81917,4.84167,4.86,4.88167
2007-07-30,4.53,4.5875,4.67,4.7,4.73,4.75833,4.77833,4.795,4.815,4.83333,4.85417,4.87167
2007-07-31,4.53,4.59333,4.67,4.70667,4.73333,4.76333,4.785,4.80333,4.825,4.84167,4.86333,4.885
2007-08-01,4.52,4.59,4.67,4.7,4.72,4.74167,4.76167,4.78,4.8,4.82,4.835,4.85333
2007-08-02,4.52333,4.61167,4.68,4.70667,4.73833,4.76667,4.79,4.815,4.83667,4.85667,4.875,4.89
2007-08-03,4.52333,4.62167,4.685,4.72,4.74833,4.78167,4.81,4.83167,4.85667,4.87833,4.8975,4.9175
2007-08-06,4.54333,4.625,4.68667,4.70667,4.72833,4.755,4.78167,4.80833,4.82833,4.84167,4.85167,4.86333
2007-08-07,4.54,4.63,4.69,4.71333,4.735,4.76833,4.795,4.82,4.84167,4.86167,4.87583,4.89167
2007-08-08,4.56,4.64,4.71667,4.745,4.76917,4.79333,4.82,4.84833,4.87333,4.89167,4.91167,4.93167
2007-08-09,4.63833,4.7,4.75833,4.78,4.8,4.82667,4.85,4.87667,4.90167,4.925,4.94833,4.975
2007-08-10,4.74167,4.8,4.84833,4.86667,4.87667,4.89667,4.91,4.92,4.92667,4.94667,4.965,4.97667
2007-08-13,4.77333,4.81667,4.84833,4.85667,4.865,4.87833,4.89333,4.90667,4.92,4.93167,4.94333,4.95667
2007-08-14,4.75167,4.79167,4.82167,4.825,4.82667,4.82833,4.835,4.845,4.85333,4.87167,4.89167,4.90667
2007-08-15,4.95,4.9,4.89,4.87167,4.86333,4.85333,4.85,4.85,4.85,4.86,4.87,4.88
2007-08-16,4.93,4.89333,4.88,4.87333,4.87167,4.87,4.87167,4.87167,4.87167,4.87833,4.88667,4.9
2007-08-17,4.95,4.91667,4.90333,4.87667,4.87167,4.86833,4.85833,4.85667,4.84667,4.84833,4.84833,4.84833
2007-08-20,4.88,4.86,4.86167,4.83167,4.80167,4.78,4.76167,4.74833,4.72833,4.71667,4.71167,4.70167
2007-08-21,4.89833,4.88667,4.87667,4.82,4.79,4.76667,4.74333,4.725,4.705,4.70333,4.70167,4.69833
2007-08-22,4.89667,4.86667,4.865,4.835,4.81,4.79167,4.77,4.75833,4.74333,4.73333,4.73333,4.72667
2007-08-23,4.95,4.90833,4.90333,4.90167,4.89833,4.89167,4.86167,4.85667,4.85,4.84833,4.84833,4.84667
2007-08-24,5.15,5,4.95,4.945,4.92667,4.91333,4.87833,4.87,4.855,4.85167,4.85,4.85
2007-08-28,5.15,5.02667,4.99,4.96,4.92833,4.90833,4.88833,4.87333,4.85,4.84833,4.84667,4.845
2007-08-29,5.15833,5.05,5.03333,4.95833,4.92833,4.89667,4.87167,4.85167,4.83333,4.83,4.825,4.82167
2007-08-30,5.15,5.05667,5.04667,5,4.96667,4.94667,4.92167,4.895,4.87167,4.86833,4.87,4.87167
2007-08-31,5.15,5.08333,5.05,5.045,5.03167,5.02667,5.01,5,4.99667,4.995,4.99333,4.9925
2007-09-03,5.15,5.13667,5.125,5.095,5.09333,5.08,5.04333,5.02833,5.025,5.02333,5.02,5.01667
2007-09-04,5.15333,5.145,5.14167,5.13667,5.13167,5.12667,5.08,5.06833,5.05833,5.055,5.055,5.05333
2007-09-05,5.15,5.13833,5.135,5.13167,5.12833,5.125,5.11167,5.105,5.08,5.08,5.07833,5.07667
2007-09-06,5.15,5.14833,5.14833,5.145,5.14333,5.13833,5.105,5.09833,5.08167,5.07667,5.07,5.06667
2007-09-07,5.14167,5.15,5.14833,5.14667,5.14667,5.145,5.105,5.1,5.08,5.07667,5.07167,5.07
2007-09-10,5.15833,5.21167,5.24,5.19667,5.19,5.175,5.14,5.12333,5.08,5.06167,5.05333,5.03833
2007-09-11,5.21167,5.25333,5.30333,5.25333,5.25167,5.25,5.20833,5.165,5.12833,5.105,5.1,5.08167
2007-09-12,5.24667,5.27833,5.33667,5.3,5.29667,5.29333,5.23667,5.19833,5.16333,5.14,5.13,5.1
2007-09-13,5.245,5.275,5.34,5.3,5.295,5.29,5.23833,5.20667,5.16333,5.145,5.125,5.1
2007-09-14,5.25,5.25,5.3,5.29833,5.28667,5.255,5.21667,5.18667,5.14833,5.11167,5.10167,5.07333
2007-09-17,5.20833,5.25,5.3,5.29333,5.28667,5.24167,5.20167,5.18667,5.15667,5.135,5.11167,5.09167
2007-09-18,5.20333,5.25,5.3,5.26,5.25333,5.21667,5.19167,5.16,5.13833,5.12333,5.11,5.09667
2007-09-19,5.04167,5.05167,5.13833,5.10333,5.10167,5.09667,5.055,5.04667,5.005,5.00167,5,4.99333
2007-09-20,4.95,5,5.05,5.05,5.04833,5.00667,4.98833,4.97667,4.95333,4.95167,4.95,4.95
2007-09-21,4.91,4.95,5,4.97667,4.96417,4.95333,4.93167,4.92167,4.905,4.90667,4.89167,4.89
2007-09-24,4.905,4.91667,4.94833,4.92333,4.91667,4.90833,4.87833,4.865,4.85667,4.85,4.85,4.85
2007-09-25,4.9,4.90667,4.94333,4.895,4.89,4.88,4.86,4.84833,4.815,4.81,4.80667,4.80333
2007-09-26,4.9,4.92,4.94,4.9,4.895,4.885,4.86,4.845,4.83333,4.82833,4.825,4.82333
2007-09-27,4.9,4.90667,4.96167,4.92,4.91833,4.91333,4.885,4.88,4.86667,4.86667,4.865,4.865
2007-09-28,4.92,4.92667,4.95,4.945,4.94,4.935,4.89667,4.895,4.89,4.88833,4.885,4.88333
2007-10-01,4.90167,4.90167,4.905,4.9,4.9,4.9,4.87167,4.86667,4.85,4.85,4.85,4.85
2007-10-02,4.90333,4.90333,4.92167,4.90333,4.9,4.9,4.87167,4.865,4.85,4.85,4.85,4.85
2007-10-03,4.905,4.90333,4.91667,4.91,4.90333,4.9,4.875,4.86667,4.85,4.85,4.85,4.85
2007-10-04,4.935,4.93333,4.93833,4.93833,4.93833,4.93833,4.89833,4.89,4.87833,4.875,4.87333,4.87167
2007-10-05,4.9,4.91,4.94,4.94167,4.94167,4.94167,4.905,4.895,4.87667,4.875,4.87333,4.87167
2007-10-08,4.91167,4.92,4.95,5,5,5.025,4.97167,4.96167,4.95,4.94833,4.94667,4.94667
2007-10-09,4.91833,4.925,4.965,4.99167,5,5.04667,5,5,4.955,4.955,4.95333,4.95333
2007-10-10,4.90833,4.94333,4.96667,5,5,5.04833,5.00333,5.00167,4.99833,4.995,4.995,4.995
2007-10-11,4.9,4.925,4.95833,5,5.00667,5.05167,5.04,5.035,5.03167,5.00333,5.00333,5.00333
2007-10-12,4.885,4.93833,4.97667,5.005,5.01667,5.03333,5.01,5.00667,5.00167,5,4.995,4.99333
2007-10-15,4.885,4.92333,4.98,5.01333,5.02,5.05,5.02333,5.02,5.01833,5,5,5
2007-10-16,4.86167,4.91167,4.975,5.015,5.02667,5.03333,5.01167,5.00333,5,4.995,4.99167,4.99
2007-10-17,4.84167,4.88167,4.97,4.99667,5,5.005,5.00167,5,4.99833,4.98333,4.98,4.98
2007-10-18,4.84667,4.87167,4.94833,4.98667,4.995,4.99833,4.99667,4.99667,4.99667,4.99333,4.98167,4.97833
2007-10-19,4.8,4.87,4.97,4.995,4.99833,5,4.98,4.975,4.96667,4.95667,4.95333,4.95167
2007-10-22,4.8,4.85167,4.98,4.99167,4.99333,4.99667,4.955,4.9475,4.94,4.90667,4.9,4.89333
2007-10-23,4.75167,4.81,4.94833,4.95333,4.955,4.95333,4.93333,4.92,4.90333,4.88833,4.88167,4.87667
2007-10-24,4.75,4.81167,4.93333,4.95,4.95,4.94833,4.93,4.92333,4.91333,4.89917,4.89667,4.89333
2007-10-25,4.74,4.78833,4.90667,4.92833,4.92833,4.93167,4.91,4.90333,4.88583,4.86167,4.85333,4.84667
2007-10-26,4.745,4.78667,4.89833,4.91333,4.92,4.91,4.89833,4.88833,4.87667,4.86,4.855,4.85
2007-10-29,4.74167,4.77833,4.86667,4.89833,4.9,4.9,4.87667,4.85667,4.85167,4.83833,4.83167,4.82333
2007-10-30,4.73167,4.825,4.85167,4.85833,4.86167,4.86,4.84,4.825,4.80833,4.79833,4.78833,4.78
2007-10-31,4.735,4.80333,4.82833,4.85,4.85,4.82833,4.81,4.8,4.79,4.775,4.76667,4.76
